time,U
2014.6397,122.63
2014.6425,123.03
2014.6452,121.33
2014.6479,119.93
2014.6507,124.23
2014.6534,124.83
2014.6562,121.23
2014.6589,120.33
2014.6616,120.73
2014.6644,119.03
2014.6671,120.83
2014.6699,120.13
2014.6726,118.73
2014.6753,122.83
2014.6781,123.23
2014.6808,126.23
2014.6836,124.73
2014.6863,126.13
2014.689,125.83
2014.6918,120.53
2014.6945,123.03
2014.6973,121.93
2014.7,121.13
2014.7027,121.03
2014.7055,121.63
2014.7082,120.33
2014.711,121.43
2014.7137,123.53
2014.7164,124.83
2014.7192,123.83
2014.7219,128.03
2014.7247,127.53
2014.7274,127.43
2014.7301,127.43
2014.7329,123.33
2014.7356,128.23
2014.7384,124.83
2014.7411,126.43
2014.7438,125.53
2014.7466,122.93
2014.7493,122.13
2014.7521,121.23
2014.7548,123.13
2014.7575,122.53
2014.7603,121.73
2014.763,120.23
2014.7658,121.93
2014.7685,129.03
2014.7712,127.63
2014.774,125.83
2014.7767,126.53
2014.7795,127.73
2014.7822,130.83
2014.7849,130.53
2014.7877,128.03
2014.7904,127.73
2014.7932,130.53
2014.7959,131.23
2014.7986,131.03
2014.8014,131.23
2014.8041,128.73
2014.8068,121.83
2014.8096,120.13
2014.8123,122.93
2014.8151,122.93
2014.8178,126.63
2014.8205,126.83
2014.8233,125.83
2014.826,125.63
2014.8288,121.43
2014.8315,124.13
2014.8342,124.73
2014.837,126.93
2014.8397,131.13
2014.8425,128.83
2014.8452,128.13
2014.8479,123.23
2014.8507,124.43
2014.8534,123.03
2014.8562,123.53
2014.8589,123.63
2014.8616,122.23
2014.8644,120.33
2014.8671,118.53
2014.8699,121.33
2014.8726,123.33
2014.8753,124.43
2014.8781,124.33
2014.8808,120.63
2014.8836,120.53
2014.8863,117.33
2014.889,121.93
2014.8918,121.03
2014.8945,116.53
2014.8973,124.13
2014.9,120.33
2014.9027,120.33
2014.9055,120.73
2014.9082,116.53
2014.911,116.33
2014.9137,120.83
2014.9164,124.83
2014.9192,129.43
2014.9219,129.53
2014.9247,128.83
2014.9274,128.63
2014.9301,127.63
2014.9329,125.13
2014.9356,127.03
2014.9384,126.43
2014.9411,129.23
2014.9438,128.13
2014.9466,131.73
2014.9493,128.03
2014.9521,126.83
2014.9548,125.93
2014.9575,127.13
2014.9603,127.73
2014.963,128.13
2014.9658,130.13
2014.9685,124.63
2014.9712,122.13
2014.974,124.13
2014.9767,120.53
2014.9795,117.03
2014.9822,110.13
2014.9849,109.83
2014.9877,111.03
2014.9904,107.63
2014.9932,107.33
2014.9959,112.73
2014.9986,119.83
2015.0014,119.73
2015.0041,129.23
2015.0068,127.23
2015.0096,123.53
2015.0123,118.23
2015.0151,116.23
2015.0178,119.73
2015.0205,121.53
2015.0233,128.23
2015.026,128.73
2015.0288,124.53
2015.0315,124.13
2015.0342,123.13
2015.037,120.93
2015.0397,123.03
2015.0425,123.23
2015.0452,121.03
2015.0479,118.63
2015.0507,113.03
2015.0534,111.63
2015.0562,109.43
2015.0589,109.93
2015.0616,106.23
2015.0644,109.13
2015.0671,112.23
2015.0699,113.53
2015.0726,115.43
2015.0753,124.13
2015.0781,130.63
2015.0808,132.93
2015.0836,133.13
2015.0863,135.13
2015.089,127.03
2015.0918,122.33
2015.0945,115.63
2015.0973,113.63
2015.1,117.63
2015.1027,129.43
2015.1055,133.83
2015.1082,130.13
2015.111,127.03
2015.1137,121.73
2015.1164,121.13
2015.1192,120.93
2015.1219,119.83
2015.1247,114.93
2015.1274,114.73
2015.1301,117.93
2015.1329,125.03
2015.1356,127.33
2015.1384,129.83
2015.1411,132.63
2015.1438,128.53
2015.1466,131.13
2015.1493,124.13
2015.1521,119.53
2015.1548,120.43
2015.1575,122.53
2015.1603,125.33
2015.163,133.43
2015.1658,135.13
2015.1685,126.33
2015.1712,122.03
2015.174,117.73
2015.1767,118.83
2015.1795,131.63
2015.1822,129.83
2015.1849,121.73
2015.1877,123.93
2015.1904,117.13
2015.1932,114.13
2015.1959,119.03
2015.1986,114.93
2015.2014,114.13
2015.2041,111.13
2015.2068,111.23
2015.2096,114.53
2015.2123,121.83
2015.2151,123.93
2015.2178,122.93
2015.2205,125.83
2015.2233,131.73
2015.226,130.13
2015.2288,122.63
2015.2315,123.53
2015.2342,123.03
2015.237,122.63
2015.2397,130.03
2015.2425,131.63
2015.2452,131.93
2015.2479,124.93
2015.2507,119.33
2015.2534,118.23
2015.2562,115.33
2015.2589,115.23
2015.2616,118.23
2015.2644,120.23
2015.2671,121.23
2015.2699,127.53
2015.2726,127.53
2015.2753,129.63
2015.2781,123.93
2015.2808,124.33
2015.2836,122.53
2015.2863,129.93
2015.289,127.63
2015.2918,122.63
2015.2945,122.33
2015.2973,123.83
2015.3,122.03
2015.3027,125.23
2015.3055,126.83
2015.3082,130.13
2015.311,128.93
2015.3137,129.03
2015.3164,129.13
2015.3192,133.03
2015.3219,128.03
2015.3247,121.53
2015.3274,123.33
2015.3301,125.73
2015.3329,122.83
2015.3356,122.03
2015.3384,124.93
2015.3411,124.83
2015.3438,129.13
2015.3466,126.33
2015.3493,125.43
2015.3521,122.23
2015.3548,119.63
2015.3575,118.63
2015.3603,127.73
2015.363,127.03
2015.3658,126.33
2015.3685,123.13
2015.3712,122.63
2015.374,124.93
2015.3767,127.93
2015.3795,128.53
2015.3822,127.53
2015.3849,123.53
2015.3877,124.53
2015.3904,123.33
2015.3932,129.73
2015.3959,127.73
2015.3986,127.23
2015.4014,129.83
2015.4041,132.23
2015.4068,129.63
2015.4096,128.63
2015.4123,128.33
2015.4151,124.43
2015.4178,129.83
2015.4205,128.73
2015.426,122.23
2015.4288,128.93
2015.4315,117.93
2015.4342,121.23
2015.437,123.23
2015.4397,125.33
2015.4425,125.33
2015.4452,129.23
2015.4479,128.43
2015.4507,132.53
2015.4534,130.93
2015.4562,127.83
2015.4589,127.23
2015.4616,130.03
2015.4644,125.23
2015.4671,122.83
2015.4699,126.33
2015.4726,127.63
2015.4753,126.33
2015.4781,123.63
2015.4808,124.03
2015.4836,125.93
2015.4863,120.93
2015.489,127.13
2015.4918,125.13
2015.4945,122.33
2015.4973,123.33
2015.5,119.63
2015.5027,128.23
2015.5055,125.33
2015.5082,124.23
2015.511,132.73
2015.5137,133.13
2015.5164,130.93
2015.5192,124.93
2015.5219,125.23
2015.5247,127.73
2015.5274,126.93
2015.5301,132.33
2015.5329,127.33
2015.5356,131.13
2015.5384,122.33
2015.5411,123.73
2015.5438,124.13
2015.5466,127.73
2015.5493,127.73
2015.5521,128.83
2015.5548,126.63
2015.5575,124.03
2015.5603,127.93
2015.563,128.53
2015.5658,132.73
2015.5685,133.73
2015.5712,130.73
2015.574,130.23
2015.5767,130.33
2015.5795,125.83
2015.5822,122.73
2015.5849,124.13
2015.5877,122.23
2015.5904,126.03
2015.5932,129.53
2015.5959,126.33
2015.5986,125.03
2015.6014,121.23
2015.6041,128.53
2015.6068,128.73
2015.6096,128.53
2015.6123,127.03
2015.6178,129.73
2015.6205,129.33
2015.6233,129.93
2015.626,129.33
2015.6288,130.13
2015.6315,128.43
2015.6342,128.83
2015.637,129.43
2015.6397,131.83
2015.6425,130.83
2015.6452,133.33
2015.6479,132.43
2015.6507,136.73
2015.6534,129.93
2015.6562,133.93
2015.6589,130.93
2015.6616,129.43
2015.6644,131.83
2015.6671,134.33
2015.6699,138.53
2015.6726,128.03
2015.6753,127.73
2015.6781,131.73
2015.6808,129.23
2015.6836,129.63
2015.6863,128.23
2015.689,125.83
2015.6918,125.63
2015.6945,122.93
2015.6973,124.83
2015.7,128.33
2015.7027,130.43
2015.7055,133.33
2015.7082,136.03
2015.711,137.93
2015.7137,135.43
2015.7164,129.93
2015.7192,129.83
2015.7219,132.23
2015.7247,132.03
2015.7274,132.63
2015.7301,131.13
2015.7329,129.53
2015.7356,127.43
2015.7384,125.23
2015.7411,121.23
2015.7438,125.03
2015.7466,125.63
2015.7493,131.13
2015.7521,136.03
2015.7548,132.33
2015.7575,132.83
2015.7603,126.73
2015.763,127.03
2015.7658,126.03
2015.7685,127.83
2015.7712,123.83
2015.774,127.23
2015.7767,129.33
2015.7795,126.33
2015.7822,128.93
2015.7849,126.63
2015.7877,129.73
2015.7904,129.43
2015.7932,138.13
2015.7959,133.03
2015.7986,130.83
2015.8014,131.73
2015.8041,135.13
2015.8068,146.13
2015.8096,135.93
2015.8123,133.33
2015.8151,133.53
2015.8178,132.63
2015.8205,131.63
2015.8233,128.03
2015.826,127.33
2015.8288,125.83
2015.8315,128.33
2015.8342,129.73
2015.837,135.03
2015.8397,133.83
2015.8425,133.83
2015.8452,132.23
2015.8479,131.13
2015.8507,134.03
2015.8534,133.33
2015.8562,136.43
2015.8589,136.63
2015.8616,133.53
2015.8644,130.53
2015.8671,134.03
2015.8699,130.13
2015.8726,131.93
2015.8753,131.23
2015.8781,133.43
2015.8808,131.63
2015.8836,128.13
2015.8863,132.93
2015.889,131.23
2015.8918,131.53
2015.8945,128.73
2015.8973,132.73
2015.9,135.33
2015.9027,136.33
2015.9055,140.03
2015.9082,141.13
2015.911,140.73
2015.9137,136.83
2015.9164,131.73
2015.9192,128.63
2015.9219,122.53
2015.9247,128.03
2015.9274,135.53
2015.9301,136.13
2015.9329,124.03
2015.9356,121.93
2015.9384,123.43
2015.9411,126.23
2015.9438,123.33
2015.9466,126.83
2015.9493,121.53
2015.9521,120.83
2015.9548,118.43
2015.9575,122.13
2015.9603,116.73
2015.963,123.73
2015.9658,119.93
2015.9685,125.03
2015.9712,137.13
2015.974,131.23
2015.9767,118.63
2015.9795,121.33
2015.9822,123.93
2015.9849,123.63
2015.9877,123.03
2015.9904,117.83
2015.9932,117.03
2015.9959,116.63
2015.9986,119.93
2016.0014,117.53
2016.0041,113.43
2016.0068,121.43
2016.0096,125.63
2016.0123,127.13
2016.015,125.43
2016.0178,125.73
2016.0205,129.53
2016.0232,124.93
2016.026,125.93
2016.0287,128.43
2016.0314,130.13
2016.0342,129.43
2016.0369,126.63
2016.0396,126.13
2016.0423,125.93
2016.0451,126.33
2016.0478,127.83
2016.0505,128.83
2016.0533,127.93
2016.056,125.33
2016.0587,128.33
2016.0615,127.63
2016.0642,133.03
2016.0669,133.23
2016.0697,130.93
2016.0724,143.33
2016.0751,133.53
2016.0779,136.43
2016.0806,140.73
2016.0833,136.53
2016.0861,134.03
2016.0888,130.63
2016.0915,129.23
2016.0943,128.33
2016.097,127.83
2016.0997,123.63
2016.1025,132.13
2016.1052,135.93
2016.1079,135.53
2016.1107,132.23
2016.1134,134.23
2016.1161,130.63
2016.1189,125.53
2016.1216,127.03
2016.1243,122.33
2016.127,122.63
2016.1298,128.03
2016.1325,124.63
2016.1352,126.73
2016.138,131.33
2016.1407,134.43
2016.1434,133.53
2016.1462,133.43
2016.1489,131.43
2016.1516,130.53
2016.1544,128.23
2016.1571,126.53
2016.1598,123.73
2016.1626,121.63
2016.1653,126.33
2016.168,132.73
2016.1708,130.23
2016.1735,124.33
2016.1762,127.13
2016.179,130.63
2016.1817,127.93
2016.1844,126.63
2016.1872,128.63
2016.1899,126.83
2016.1926,123.93
2016.1954,127.33
2016.1981,129.63
2016.2008,126.83
2016.2036,127.83
2016.2063,131.03
2016.209,135.93
2016.2117,134.73
2016.2145,136.23
2016.2172,134.13
2016.2199,135.93
2016.2227,133.03
2016.2254,129.43
2016.2281,135.13
2016.2309,136.13
2016.2336,135.13
2016.2363,137.23
2016.2391,139.03
2016.2418,140.03
2016.2445,138.33
2016.2473,134.53
2016.25,133.63
2016.2527,134.53
2016.2555,134.13
2016.2582,137.23
2016.2609,136.03
2016.2637,138.43
2016.2664,138.33
2016.2691,138.33
2016.2719,135.53
2016.2746,134.13
2016.2773,132.83
2016.2801,134.03
2016.2828,139.33
2016.2855,136.93
2016.2883,139.83
2016.291,136.83
2016.2937,137.93
2016.2964,134.93
2016.2992,131.23
2016.3019,131.43
2016.3046,133.13
2016.3074,132.83
2016.3101,131.73
2016.3128,127.03
2016.3156,127.63
2016.3183,131.53
2016.321,130.43
2016.3238,124.13
2016.3265,122.13
2016.3292,127.63
2016.332,123.73
2016.3347,130.33
2016.3374,133.33
2016.3402,130.83
2016.3429,129.13
2016.3456,129.13
2016.3484,135.63
2016.3511,137.23
2016.3538,131.53
2016.3566,134.53
2016.3593,136.43
2016.362,140.13
2016.3648,142.13
2016.3675,146.13
2016.3702,137.33
2016.373,136.23
2016.3757,134.63
2016.3784,135.93
2016.3811,136.23
2016.3839,136.43
2016.3866,134.73
2016.3893,134.93
2016.3921,137.33
2016.3948,133.33
2016.3975,131.03
2016.4003,133.63
2016.403,127.23
2016.4057,132.23
2016.4085,135.03
2016.4112,136.83
2016.4139,129.83
2016.4167,135.83
2016.4194,136.73
2016.4221,136.83
2016.4249,138.43
2016.4276,133.63
2016.4303,134.63
2016.4331,139.93
2016.4358,142.43
2016.4385,141.13
2016.4413,136.53
2016.444,134.83
2016.4467,139.33
2016.4495,143.53
2016.4522,144.53
2016.4549,140.33
2016.4577,139.73
2016.4604,141.23
2016.4631,140.33
2016.4658,135.33
2016.4686,135.33
2016.4713,138.63
2016.474,135.63
2016.4768,139.03
2016.4795,139.63
2016.4822,145.83
2016.485,143.03
2016.4877,144.93
2016.4904,140.03
2016.4932,141.33
2016.4959,141.33
2016.4986,138.23
2016.5014,140.33
2016.5041,137.63
2016.5068,141.93
2016.5096,140.23
2016.5123,145.73
2016.515,141.63
2016.5178,136.53
2016.5205,140.83
2016.5232,141.53
2016.526,142.73
2016.5287,142.43
2016.5314,140.93
2016.5342,139.23
2016.5369,133.23
2016.5396,137.33
2016.5423,137.33
2016.5451,134.23
2016.5478,137.73
2016.5505,132.53
2016.5533,127.83
2016.556,134.73
2016.5587,135.93
2016.5615,137.13
2016.5642,138.03
2016.5669,137.63
2016.5697,140.43
2016.5724,144.73
2016.5751,142.93
2016.5779,147.93
2016.5806,138.73
2016.5833,139.93
2016.5861,138.33
2016.5888,141.83
2016.5915,140.63
2016.5943,137.33
2016.597,136.03
2016.5997,137.03
2016.6025,141.13
2016.6052,136.63
2016.6079,136.03
2016.6107,131.93
2016.6134,139.13
2016.6161,138.63
2016.6189,129.43
2016.6216,130.23
2016.6243,134.73
2016.627,132.63
2016.6298,134.23
2016.6325,130.03
2016.6352,133.83
2016.638,128.53
2016.6407,132.43
2016.6434,133.13
2016.6462,132.63
2016.6489,133.43
2016.6516,141.73
2016.6544,140.43
2016.6571,136.43
2016.6598,133.13
2016.6626,135.53
2016.6653,136.83
2016.668,142.63
2016.6708,137.43
2016.6735,138.13
2016.6762,135.73
2016.679,134.73
2016.6817,136.33
2016.6844,142.43
2016.6872,145.53
2016.6899,144.13
2016.6926,136.83
2016.6954,145.33
2016.6981,139.63
2016.7008,140.23
2016.7036,134.63
2016.7063,138.83
2016.709,138.43
2016.7117,136.93
2016.7145,143.33
2016.7172,140.43
2016.7199,136.43
2016.7227,135.43
2016.7254,138.13
2016.7281,143.63
2016.7309,141.23
2016.7336,141.33
2016.7363,139.53
2016.7391,140.33
2016.7418,146.83
2016.7445,144.03
2016.7473,153.43
2016.75,145.63
2016.7527,136.73
2016.7555,133.33
2016.7582,131.23
2016.7609,132.63
2016.7637,134.73
2016.7664,134.73
2016.7691,137.63
2016.7719,135.03
2016.7746,137.83
2016.7773,139.43
2016.7801,140.53
2016.7828,139.33
2016.7855,137.73
2016.7883,136.73
2016.791,133.93
2016.7937,140.33
2016.7964,139.93
2016.7992,140.53
2016.8019,138.13
2016.8046,139.33
2016.8074,139.23
2016.8101,135.73
2016.8128,135.33
2016.8156,135.53
2016.8183,139.43
2016.821,142.13
2016.8238,142.53
2016.8265,138.53
2016.8292,134.83
2016.832,136.43
2016.8347,133.73
2016.8374,132.13
2016.8402,134.73
2016.8429,130.23
2016.8456,134.03
2016.8484,135.53
2016.8511,136.33
2016.8538,135.63
2016.8566,133.43
2016.8593,133.93
2016.862,132.73
2016.8648,131.33
2016.8675,129.83
2016.8702,135.93
2016.873,137.03
2016.8757,140.03
2016.8784,137.13
2016.8811,138.43
2016.8839,131.23
2016.8866,129.83
2016.8893,133.63
2016.8921,135.13
2016.8948,134.43
2016.8975,137.53
2016.9003,132.03
2016.9057,138.93
2016.9085,136.63
2016.9112,135.33
2016.9139,140.43
2016.9167,139.73
2016.9194,134.93
2016.9221,130.43
2016.9249,133.23
2016.9276,136.93
2016.9303,132.63
2016.9331,132.03
2016.9358,135.73
2016.9385,134.83
2016.9413,136.23
2016.944,129.83
2016.9467,126.03
2016.9495,130.83
2016.9522,132.93
2016.9549,131.73
2016.9577,128.63
2016.9604,130.33
2016.9631,129.73
2016.9658,131.43
2016.9686,133.23
2016.9713,138.23
2016.974,130.83
2016.9768,138.03
2016.9795,138.93
2016.9822,140.73
2016.985,145.63
2016.9877,137.13
2016.9904,129.63
2016.9932,129.33
2016.9959,131.63
2016.9986,135.53
2017.0014,134.63
2017.0041,132.83
2017.0068,134.93
2017.0096,127.43
2017.0123,114.83
2017.0151,116.83
2017.0178,129.53
2017.0205,130.53
2017.0233,135.13
2017.026,138.13
2017.0288,142.53
2017.0315,145.43
2017.0342,145.43
2017.037,141.63
2017.0397,134.83
2017.0425,129.73
2017.0452,129.93
2017.0479,133.73
2017.0507,133.53
2017.0534,130.73
2017.0562,130.53
2017.0589,136.03
2017.0616,136.43
2017.0644,132.63
2017.0671,136.73
2017.0699,135.33
2017.0726,137.83
2017.0753,135.43
2017.0781,136.53
2017.0808,136.43
2017.0836,134.63
2017.0863,136.83
2017.089,140.33
2017.0918,141.33
2017.0945,141.63
2017.0973,138.03
2017.1,128.53
2017.1027,127.33
2017.1055,126.33
2017.1082,127.33
2017.111,132.53
2017.1137,132.93
2017.1164,134.73
2017.1192,139.23
2017.1219,139.33
2017.1247,136.63
2017.1274,139.83
2017.1301,141.23
2017.1329,148.93
2017.1356,150.03
2017.1384,148.33
2017.1411,149.03
2017.1438,151.53
2017.1466,149.73
2017.1493,148.73
2017.1521,144.63
2017.1548,145.73
2017.1575,145.13
2017.1603,146.93
2017.163,145.13
2017.1658,142.43
2017.1685,139.43
2017.1712,141.53
2017.174,139.63
2017.1767,137.53
2017.1795,136.63
2017.1822,134.13
2017.1849,136.33
2017.1877,138.73
2017.1904,139.53
2017.1932,141.73
2017.1959,142.73
2017.1986,146.13
2017.2014,146.73
2017.2041,148.53
2017.2068,148.73
2017.2096,149.53
2017.2123,148.43
2017.2151,145.23
2017.2178,144.83
2017.2205,142.73
2017.2233,139.23
2017.226,137.63
2017.2288,143.73
2017.2315,147.43
2017.2342,144.33
2017.237,145.83
2017.2397,144.63
2017.2425,136.33
2017.2452,139.53
2017.2479,148.53
2017.2507,144.33
2017.2534,140.23
2017.2562,144.93
2017.2589,146.33
2017.2616,141.33
2017.2644,143.63
2017.2671,140.53
2017.2699,145.53
2017.2726,146.13
2017.2753,144.53
2017.2781,146.93
2017.2808,144.13
2017.2836,142.63
2017.2863,139.63
2017.289,137.93
2017.2918,137.43
2017.2945,131.73
2017.2973,133.93
2017.3,141.23
2017.3027,142.63
2017.3055,146.63
2017.3082,143.63
2017.311,142.53
2017.3137,141.83
2017.3164,141.03
2017.3192,141.93
2017.3219,140.13
2017.3247,138.93
2017.3274,137.93
2017.3301,140.23
2017.3329,136.73
2017.3356,134.23
2017.3384,137.23
2017.3411,143.93
2017.3438,148.43
2017.3466,149.03
2017.3493,146.23
2017.3521,143.93
2017.3548,148.03
2017.3575,144.53
2017.3603,146.43
2017.363,143.83
2017.3658,140.23
2017.3685,140.93
2017.3712,144.03
2017.374,145.33
2017.3767,149.33
2017.3795,142.03
2017.3822,145.53
2017.3849,142.43
2017.3877,139.63
2017.3904,143.63
2017.3932,145.33
2017.3959,141.23
2017.3986,143.23
2017.4014,143.93
2017.4041,149.33
2017.4068,149.63
2017.4096,149.13
2017.4123,147.63
2017.4151,143.63
2017.4178,141.53
2017.4205,143.23
2017.4233,146.43
2017.426,147.33
2017.4288,145.53
2017.4315,142.53
2017.4342,143.13
2017.437,140.73
2017.4397,144.83
2017.4425,143.53
2017.4452,150.53
2017.4479,148.53
2017.4507,150.53
2017.4534,147.53
2017.4562,147.13
2017.4589,146.53
2017.4616,147.53
2017.4644,145.53
2017.4671,143.73
2017.4699,147.03
2017.4726,145.13
2017.4753,147.83
2017.4781,146.63
2017.4808,148.03
2017.4836,147.83
2017.4863,146.23
2017.489,145.23
2017.4918,149.33
2017.4945,145.43
2017.4973,150.43
2017.5,151.53
2017.5027,147.33
2017.5055,144.63
2017.5082,143.83
2017.511,145.73
2017.5137,147.33
2017.5164,150.63
2017.5192,152.23
2017.5219,143.53
2017.5247,145.53
2017.5274,148.93
2017.5301,146.33
2017.5329,144.93
2017.5356,147.53
2017.5384,142.43
2017.5411,148.43
2017.5438,143.43
2017.5466,148.03
2017.5493,150.53
2017.5521,146.43
2017.5548,149.43
2017.5575,151.03
2017.5603,151.93
2017.563,153.43
2017.5658,154.13
2017.5685,153.63
2017.5712,151.93
2017.574,153.73
2017.5767,157.03
2017.5795,152.83
2017.5822,151.63
2017.5849,145.93
2017.5877,154.93
2017.5904,154.53
2017.5932,153.53
2017.5959,149.73
2017.5986,148.03
2017.6014,148.23
2017.6041,148.83
2017.6068,148.13
2017.6096,148.43
2017.6123,156.83
2017.6151,148.23
2017.6178,149.23
2017.6205,146.23
2017.6233,144.93
2017.626,148.43
2017.6288,146.33
2017.6315,145.33
2017.6342,147.53
2017.637,147.73
2017.6397,145.73
2017.6425,143.73
2017.6452,149.43
2017.6479,143.63
2017.6507,146.73
2017.6534,146.13
2017.6562,147.43
2017.6589,149.43
2017.6616,152.83
2017.6644,152.13
2017.6671,146.33
2017.6699,145.73
2017.6726,145.03
2017.6753,145.73
2017.6781,142.43
2017.6808,146.43
2017.6836,144.43
2017.6863,151.63
2017.689,153.63
2017.6918,156.63
2017.6945,153.43
2017.6973,159.03
2017.7,158.53
2017.7027,159.23
2017.7055,157.73
2017.7082,148.53
2017.711,147.73
2017.7137,148.63
2017.7164,146.03
2017.7192,145.73
2017.7219,142.53
2017.7247,141.13
2017.7274,135.13
2017.7301,138.13
2017.7329,141.73
2017.7356,145.33
2017.7384,141.13
2017.7411,140.93
2017.7438,143.33
2017.7466,145.73
2017.7493,148.43
2017.7521,150.63
2017.7548,154.73
2017.7575,153.13
2017.7603,157.33
2017.763,155.03
2017.7658,153.43
2017.7685,149.33
2017.7712,146.03
2017.774,147.53
2017.7767,147.43
2017.7795,150.03
2017.7822,145.13
2017.7849,143.33
2017.7877,142.63
2017.7904,142.13
2017.7932,145.33
2017.7959,147.23
2017.7986,139.23
2017.8014,136.13
2017.8041,140.63
2017.8068,143.43
2017.8096,140.53
2017.8123,139.13
2017.8151,144.03
2017.8178,140.73
2017.8205,143.43
2017.8233,151.93
2017.826,152.13
2017.8288,148.23
2017.8315,147.83
2017.8342,149.93
2017.837,149.33
2017.8397,151.03
2017.8425,150.93
2017.8452,148.23
2017.8479,141.23
2017.8507,141.13
2017.8534,131.83
2017.8562,148.03
2017.8589,146.83
2017.8616,151.13
2017.8644,150.03
2017.8671,145.53
2017.8699,142.23
2017.8726,139.83
2017.8753,135.93
2017.8781,137.63
2017.8808,142.43
2017.8836,142.93
2017.8863,140.93
2017.889,137.83
2017.8918,139.63
2017.8945,138.13
2017.8973,138.33
2017.9,140.43
2017.9027,138.73
2017.9055,134.13
2017.9082,134.73
2017.911,135.13
2017.9137,132.83
2017.9164,138.43
2017.9192,139.33
2017.9219,138.23
2017.9247,136.73
2017.9274,139.43
2017.9301,141.13
2017.9329,140.53
2017.9356,142.53
2017.9384,143.03
2017.9411,147.43
2017.9438,143.23
2017.9466,144.43
2017.9493,142.73
2017.9521,141.03
2017.9548,141.53
2017.9575,137.83
2017.9603,135.73
2017.963,131.23
2017.9658,130.03
2017.9685,128.73
2017.9712,136.43
2017.974,136.03
2017.9767,137.73
2017.9795,144.03
2017.9822,144.33
2017.9849,139.63
2017.9877,146.23
2017.9904,144.83
2017.9932,145.53
2017.9959,147.63
2017.9986,142.73
2018.0014,137.13
2018.0041,140.13
2018.0068,144.93
2018.0096,143.63
2018.0123,146.63
2018.0151,139.33
2018.0178,136.03
2018.0205,135.23
2018.0233,136.23
2018.026,138.73
2018.0288,140.53
2018.0315,135.13
2018.0342,136.03
2018.037,137.93
2018.0397,141.33
2018.0425,143.53
2018.0452,137.83
2018.0479,134.73
2018.0507,130.13
2018.0534,129.83
2018.0562,130.43
2018.0589,133.13
2018.0616,136.43
2018.0644,139.93
2018.0671,142.63
2018.0699,129.83
2018.0726,134.43
2018.0753,126.83
2018.0781,135.33
2018.0808,134.63
2018.0836,138.73
2018.0863,135.83
2018.089,132.23
2018.0918,134.13
2018.0945,134.53
2018.0973,129.33
2018.1,130.53
2018.1027,135.23
2018.1055,132.53
2018.1082,136.53
2018.111,140.83
2018.1137,144.93
2018.1164,142.03
2018.1192,140.43
2018.1219,134.83
2018.1247,136.73
2018.1274,136.83
2018.1301,139.93
2018.1329,137.43
2018.1356,136.13
2018.1384,135.23
2018.1411,140.63
2018.1438,143.63
2018.1466,145.53
2018.1493,140.73
2018.1521,135.43
2018.1548,131.33
2018.1575,126.13
2018.1603,127.53
2018.163,144.53
2018.1658,152.53
2018.1685,154.13
2018.1712,153.83
2018.174,151.93
2018.1767,153.73
2018.1795,155.63
2018.1822,150.93
2018.1849,143.03
2018.1877,144.83
2018.1904,151.93
2018.1932,151.03
2018.1959,151.93
2018.1986,147.23
2018.2014,141.23
2018.2041,137.53
2018.2068,145.13
2018.2096,152.53
2018.2123,152.23
2018.2151,148.13
2018.2178,153.23
2018.2205,157.83
2018.2233,157.73
2018.226,153.83
2018.2288,148.73
2018.2315,142.13
2018.2342,141.23
2018.237,144.13
2018.2397,149.03
2018.2425,147.63
2018.2452,148.73
2018.2479,148.13
2018.2507,150.83
2018.2534,149.13
2018.2562,150.63
2018.2589,152.03
2018.2616,150.53
2018.2644,150.33
2018.2671,152.03
2018.2699,144.63
2018.2726,147.03
2018.2753,150.23
2018.2781,153.43
2018.2808,152.73
2018.2836,154.13
2018.2863,155.93
2018.289,157.13
2018.2918,154.83
2018.2945,149.33
2018.2973,154.83
2018.3,155.63
2018.3027,157.73
2018.3055,159.43
2018.3082,158.93
2018.311,157.73
2018.3137,161.73
2018.3164,159.23
2018.3192,153.93
2018.3219,154.23
2018.3247,150.43
2018.3274,154.93
2018.3301,151.03
2018.3329,149.33
2018.3356,151.13
2018.3384,150.73
2018.3411,148.23
2018.3438,155.93
2018.3466,157.73
2018.3493,160.43
2018.3521,163.73
2018.3548,161.33
2018.3575,157.83
2018.3603,158.33
2018.363,154.93
2018.3658,152.43
2018.3685,153.33
2018.3712,151.03
2018.374,148.73
2018.3767,148.93
2018.3795,153.03
2018.3822,152.13
2018.3849,154.03
2018.3877,156.53
2018.3904,152.13
2018.3932,155.03
2018.3959,153.33
2018.3986,154.73
2018.4014,157.23
2018.4041,153.43
2018.4068,158.13
2018.4096,156.33
2018.4123,159.43
2018.4151,164.53
2018.4178,160.73
2018.4205,162.03
2018.4233,164.23
2018.426,158.83
2018.4288,156.23
2018.4315,158.93
2018.4342,157.73
2018.437,158.53
2018.4397,159.43
2018.4425,157.43
2018.4452,159.73
2018.4479,158.03
2018.4507,156.73
2018.4534,153.53
2018.4562,151.33
2018.4589,151.13
2018.4616,153.83
2018.4644,150.33
2018.4671,157.93
2018.4699,158.63
2018.4726,153.63
2018.4753,150.03
2018.4781,151.63
2018.4808,155.13
2018.4836,153.23
2018.4863,152.83
2018.489,152.53
2018.4918,156.33
2018.4945,151.23
2018.4973,152.53
2018.5,154.13
2018.5027,163.13
2018.5055,164.13
2018.5082,162.63
2018.511,165.53
2018.5137,160.13
